"Drug1","Drug2","n.syn","Drug1.target","Drug2.target","syn.mean1","syn.sd1","syn.mean2","syn.sd2","n.syn.score"
"sunitinib","QS11",2,"Multi (CSF-1R, Flt3, Kit, PDGFR, RET, VEGFR)","ARFGAP",1.49532710280374,2.57848072781095,1.81308411214953,2.30721117745791,0.0810137752784345
"sunitinib","bivanib/BI2536",2,"Multi (CSF-1R, Flt3, Kit, PDGFR, RET, VEGFR)","Plk1",1.49532710280374,2.57848072781095,3.48598130841122,3.5855172148186,-0.414439875583304
"sunitinib","palbociclib/PD332991",2,"Multi (CSF-1R, Flt3, Kit, PDGFR, RET, VEGFR)","CDK4/6",1.49532710280374,2.57848072781095,1,1.51096620343558,0.195724905659742
"temozolomide","AZD7762",2,"alkylating agent (tetrazine)","Chk1/2",1.05607476635514,2.33848756033231,1.81308411214953,3.44808079273612,0.0542086740671021
"temozolomide","BID1870",2,"alkylating agent (tetrazine)","RSK (RSK1/2/3/5/, PLK1, ARKB)",1.05607476635514,2.33848756033231,1.4392523364486,3.22191074824985,0.174041960614831
"temozolomide","GW2580",2,"alkylating agent (tetrazine)","CSF1R/fms",1.05607476635514,2.33848756033231,1.07476635514019,1.89189400247297,0.403647746371045
"temozolomide","QS11",2,"alkylating agent (tetrazine)","ARFGAP",1.05607476635514,2.33848756033231,1.81308411214953,2.30721117745791,0.0810137752784345
"temozolomide","bivanib/BI2536",2,"alkylating agent (tetrazine)","Plk1",1.05607476635514,2.33848756033231,3.48598130841122,3.5855172148186,-0.414439875583304
"tipifarnib","C75",2,"FTI","Fatty Acid Synthase",1.07476635514019,1.99386291697487,1.42990654205607,3.07488962689692,0.185402901280474
"tipifarnib","LSN415169",2,"FTI","gamma secretase",1.07476635514019,1.99386291697487,1,2.00471143173483,0.464040750737065
"tipifarnib","PD173074",2,"FTI","FGFR1/3",1.07476635514019,1.99386291697487,0.925233644859813,2.1835618062872,0.464040750737065
"tipifarnib","Wnti",2,"FTI","bCatenin",1.07476635514019,1.99386291697487,6.04672897196262,5.71060446453605,-0.708634085427134
"vasastrol","BID1870",2,"KSP (Eg5, kinesin-5)","RSK (RSK1/2/3/5/, PLK1, ARKB)",1.13084112149533,1.9526668370222,1.4392523364486,3.22191074824985,0.174041960614831
"vatalanib/PTK787","C75",2,"VEFGR (1-4), c-kit, PDGFb","Fatty Acid Synthase",1.93457943925234,3.94841986077111,1.42990654205607,3.07488962689692,0.0165687953800554
"vatalanib/PTK787","Dorsomorphin",2,"VEFGR (1-4), c-kit, PDGFb","AMPK/BMP antagonist",1.93457943925234,3.94841986077111,1.49532710280374,3.37128224801305,0.0165687953800554
"vatalanib/PTK787","GW441756",2,"VEFGR (1-4), c-kit, PDGFb","TrkA",1.93457943925234,3.94841986077111,1.00934579439252,2.34518908238299,0.0165687953800554
"vatalanib/PTK787","GW9662",2,"VEFGR (1-4), c-kit, PDGFb","PPARg",1.93457943925234,3.94841986077111,1.25233644859813,2.29886542132355,0.0165687953800554
"vincristine","GW441756",2,"microtubule agent (vinca alkyloid)","TrkA",4.76635514018692,5.94087128997139,1.00934579439252,2.34518908238299,-0.465648051466242
"vincristine","T0901317",2,"microtubule agent (vinca alkyloid)","LXR",4.76635514018692,5.94087128997139,1.29906542056075,2.50363868509238,-0.465648051466242
"vincristine","Tanespimycin/17-AAG",2,"microtubule agent (vinca alkyloid)","HSP90",4.76635514018692,5.94087128997139,2.03738317757009,1.7746922860824,-0.465648051466242
"vincristine","Tideglusib/TZDZ-8",2,"microtubule agent (vinca alkyloid)","GSK3",4.76635514018692,5.94087128997139,1.02803738317757,2.56779012222511,-0.465648051466242
"vincristine","everolimus",2,"microtubule agent (vinca alkyloid)","mTor",4.76635514018692,5.94087128997139,1.49532710280374,2.4238353817931,-0.465648051466242
"vincristine","vorinostat/SAHA",2,"microtubule agent (vinca alkyloid)","HDAC",4.76635514018692,5.94087128997139,0.88785046728972,1.72838185204706,-0.465648051466242
"vorinostat/SAHA","BMS536924",2,"HDAC","Multi (IGFR1R, InR, FAK)",0.88785046728972,1.72838185204706,1.44859813084112,2.6960265831363,0.204523899210752
"vorinostat/SAHA","GW9662",2,"HDAC","PPARg",0.88785046728972,1.72838185204706,1.25233644859813,2.29886542132355,0.325231544424819
"vorinostat/SAHA","Midostaurin/PKC412",2,"HDAC","Multi (FLT3, KIT, etc., broad spectrum)",0.88785046728972,1.72838185204706,2.19626168224299,2.77264008896789,-0.070785127512186
"vorinostat/SAHA","SU6656",2,"HDAC","Lyn/Src/Fyn/Yes",0.88785046728972,1.72838185204706,1.36448598130841,2.24193533041099,0.283466703999481
"A769662","Embelin",1,"AMPK agonist","XIAP",1.04672897196262,2.3567773710714,1.8785046728972,2.83412586894367,-0.309973767405268
"A769662","GW441756",1,"AMPK agonist","TrkA",1.04672897196262,2.3567773710714,1.00934579439252,2.34518908238299,-0.0198274866927178
"A769662","JZL184",1,"AMPK agonist","MAGL",1.04672897196262,2.3567773710714,1.64485981308411,3.72460542787686,-0.173135067746411
"A769662","L779450",1,"AMPK agonist","Raf",1.04672897196262,2.3567773710714,1.36448598130841,2.03920315256797,-0.178739416349673
"A769662","LFM-A13",1,"AMPK agonist","BTK, Plk",1.04672897196262,2.3567773710714,0.925233644859813,1.66371336529951,-0.0198274866927178
"A769662","LSN415169",1,"AMPK agonist","gamma secretase",1.04672897196262,2.3567773710714,1,2.00471143173483,-0.0198274866927178
"A769662","NVP-TAE684",1,"AMPK agonist","ALK",1.04672897196262,2.3567773710714,1.49532710280374,2.0893884262549,-0.237067984382196
"A769662","U73122",1,"AMPK agonist","PLC",1.04672897196262,2.3567773710714,2,2.26956898908723,-0.4406122945847
"A769662","Wnti",1,"AMPK agonist","bCatenin",1.04672897196262,2.3567773710714,6.04672897196262,5.71060446453605,-0.883746896375641
"ABT263","C75",1,"Bcl-2, Bcl-x, Bcl-xl","Fatty Acid Synthase",5.16822429906542,5.26377076497414,1.42990654205607,3.07488962689692,-0.7918704071996
"ABT263","EX527",1,"Bcl-2, Bcl-x, Bcl-xl","SIRT1",5.16822429906542,5.26377076497414,0.869158878504673,1.74336538647121,-0.7918704071996
"ABT263","GSK0660",1,"Bcl-2, Bcl-x, Bcl-xl","PPARd, ant",5.16822429906542,5.26377076497414,1.11214953271028,2.43142594548393,-0.7918704071996
"ABT263","GW441756",1,"Bcl-2, Bcl-x, Bcl-xl","TrkA",5.16822429906542,5.26377076497414,1.00934579439252,2.34518908238299,-0.7918704071996
"ABT263","IPA3",1,"Bcl-2, Bcl-x, Bcl-xl","PAK",5.16822429906542,5.26377076497414,0.981308411214953,1.79612427823164,-0.7918704071996
"ABT263","JZL184",1,"Bcl-2, Bcl-x, Bcl-xl","MAGL",5.16822429906542,5.26377076497414,1.64485981308411,3.72460542787686,-0.7918704071996
"ABT263","LSN415169",1,"Bcl-2, Bcl-x, Bcl-xl","gamma secretase",5.16822429906542,5.26377076497414,1,2.00471143173483,-0.7918704071996
"ABT263","PIM-1 4a",1,"Bcl-2, Bcl-x, Bcl-xl","PIM",5.16822429906542,5.26377076497414,1.58878504672897,4.36528602669615,-0.7918704071996
"ABT263","T0901317",1,"Bcl-2, Bcl-x, Bcl-xl","LXR",5.16822429906542,5.26377076497414,1.29906542056075,2.50363868509238,-0.7918704071996
"ABT263","Veliparib/ABT888",1,"Bcl-2, Bcl-x, Bcl-xl","PARP",5.16822429906542,5.26377076497414,1.02803738317757,2.10326764607887,-0.7918704071996
"ABT263","XL147",1,"Bcl-2, Bcl-x, Bcl-xl","PI3K",5.16822429906542,5.26377076497414,1.21495327102804,2.49916226485951,-0.7918704071996
"ABT263","dasatanib",1,"Bcl-2, Bcl-x, Bcl-xl","Multi (BCR-Abl, EAR, PDGFR, c-kit)",5.16822429906542,5.26377076497414,1.64485981308411,1.99173924398032,-0.7918704071996
"ABT263","nilutamide",1,"Bcl-2, Bcl-x, Bcl-xl","androgen receptor",5.16822429906542,5.26377076497414,1.03738317757009,2.10983873856113,-0.7918704071996
"ABT263","palbociclib/PD332991",1,"Bcl-2, Bcl-x, Bcl-xl","CDK4/6",5.16822429906542,5.26377076497414,1,1.51096620343558,-0.7918704071996
"ABT263","vorinostat/SAHA",1,"Bcl-2, Bcl-x, Bcl-xl","HDAC",5.16822429906542,5.26377076497414,0.88785046728972,1.72838185204706,-0.7918704071996
"AS252424","Dorsomorphin",1,"PI3K (gamma)","AMPK/BMP antagonist",1.20560747663551,2.44462567168484,1.49532710280374,3.37128224801305,-0.146925432628986
"AS252424","FH535",1,"PI3K (gamma)","bCatenin",1.20560747663551,2.44462567168484,1.92523364485981,2.47897169254557,-0.373232839907794
"AS252424","JZL184",1,"PI3K (gamma)","MAGL",1.20560747663551,2.44462567168484,1.64485981308411,3.72460542787686,-0.173135067746411
"AS252424","KU55933",1,"PI3K (gamma)","ATM",1.20560747663551,2.44462567168484,1.4392523364486,3.2684240334052,-0.134392701791194
"AS252424","PIM-1 4a",1,"PI3K (gamma)","PIM",1.20560747663551,2.44462567168484,1.58878504672897,4.36528602669615,-0.134878915866732
"AS252424","QS11",1,"PI3K (gamma)","ARFGAP",1.20560747663551,2.44462567168484,1.81308411214953,2.30721117745791,-0.35240992246119
"AZD7762","C75",1,"Chk1/2","Fatty Acid Synthase",1.81308411214953,3.44808079273612,1.42990654205607,3.07488962689692,-0.235807732191894
"AZD7762","GSK650394",1,"Chk1/2","SGK",1.81308411214953,3.44808079273612,0.897196261682243,1.59559877823906,-0.235807732191894
"AZD7762","GW2580",1,"Chk1/2","CSF1R/fms",1.81308411214953,3.44808079273612,1.07476635514019,1.89189400247297,-0.235807732191894
"AZD7762","HIF-1i",1,"Chk1/2","HIFa",1.81308411214953,3.44808079273612,1.75700934579439,3.0463127154462,-0.248500208778964
"AZD7762","JZL184",1,"Chk1/2","MAGL",1.81308411214953,3.44808079273612,1.64485981308411,3.72460542787686,-0.235807732191894
"AZD7762","KU0063794",1,"Chk1/2","mTOR kinase",1.81308411214953,3.44808079273612,1.00934579439252,2.60078118562954,-0.235807732191894
"AZD7762","L779450",1,"Chk1/2","Raf",1.81308411214953,3.44808079273612,1.36448598130841,2.03920315256797,-0.235807732191894
"AZD7762","LFM-A13",1,"Chk1/2","BTK, Plk",1.81308411214953,3.44808079273612,0.925233644859813,1.66371336529951,-0.235807732191894
"AZD7762","PIM-1 4a",1,"Chk1/2","PIM",1.81308411214953,3.44808079273612,1.58878504672897,4.36528602669615,-0.235807732191894
"AZD7762","STA4783",1,"Chk1/2","HSP70 inducer",1.81308411214953,3.44808079273612,4.5981308411215,3.52045187141445,-1.0220650565735
"AZD7762","SU6656",1,"Chk1/2","Lyn/Src/Fyn/Yes",1.81308411214953,3.44808079273612,1.36448598130841,2.24193533041099,-0.235807732191894
"AZD7762","TCS401",1,"Chk1/2","PTP-1B",1.81308411214953,3.44808079273612,0.766355140186916,1.60529453743881,-0.235807732191894
"AZD7762","Tie2i",1,"Chk1/2","TIE_2",1.81308411214953,3.44808079273612,1.42990654205607,2.50701713134226,-0.235807732191894
"AZD7762","U73122",1,"Chk1/2","PLC",1.81308411214953,3.44808079273612,2,2.26956898908723,-0.4406122945847
"AZD7762","XAV939",1,"Chk1/2","tankyrase 1/2",1.81308411214953,3.44808079273612,0.878504672897196,1.38530209479589,-0.235807732191894
"AZD7762","cediranib/AZD2171",1,"Chk1/2","VEGFR (pan)",1.81308411214953,3.44808079273612,1.06542056074766,2.06621990116024,-0.235807732191894
"AZD7762","vasastrol",1,"Chk1/2","KSP (Eg5, kinesin-5)",1.81308411214953,3.44808079273612,1.13084112149533,1.9526668370222,-0.235807732191894
"BI78D3","ABT263",1,"JNK","Bcl-2, Bcl-x, Bcl-xl",0.869158878504673,2.21096799491071,5.16822429906542,5.26377076497414,-0.7918704071996
"BI78D3","Dovitinib/CHIR-258",1,"JNK","Multi (c-Kit, FGFR, FLT3, FMS, PDGFR, VEGFR)",0.869158878504673,2.21096799491071,1.58878504672897,2.54748588985682,-0.231123967780668
"BI78D3","Embelin",1,"JNK","XIAP",0.869158878504673,2.21096799491071,1.8785046728972,2.83412586894367,-0.309973767405268
"BI78D3","Enzastaurin",1,"JNK","PKCbeta",0.869158878504673,2.21096799491071,1.74766355140187,2.56277215009091,-0.291740157772257
"BI78D3","FH535",1,"JNK","bCatenin",0.869158878504673,2.21096799491071,1.92523364485981,2.47897169254557,-0.373232839907794
"BI78D3","GW441756",1,"JNK","TrkA",0.869158878504673,2.21096799491071,1.00934579439252,2.34518908238299,-0.00398509206047762
"BI78D3","HIF-1i",1,"JNK","HIFa",0.869158878504673,2.21096799491071,1.75700934579439,3.0463127154462,-0.248500208778964
"BI78D3","JZL184",1,"JNK","MAGL",0.869158878504673,2.21096799491071,1.64485981308411,3.72460542787686,-0.173135067746411
"BI78D3","KU55933",1,"JNK","ATM",0.869158878504673,2.21096799491071,1.4392523364486,3.2684240334052,-0.134392701791194
"BI78D3","MK2206",1,"JNK","Akt",0.869158878504673,2.21096799491071,1.24299065420561,2.15372043829438,-0.112823674737489
"BI78D3","OSU03012",1,"JNK","PDK1",0.869158878504673,2.21096799491071,3.27102803738318,3.92276878886643,-0.578934971601893
"BI78D3","PLX4720",1,"JNK","Raf (BRafV600E)",0.869158878504673,2.21096799491071,1.02803738317757,1.76152776704229,-0.0159165150286824
"BI78D3","QS11",1,"JNK","ARFGAP",0.869158878504673,2.21096799491071,1.81308411214953,2.30721117745791,-0.35240992246119
"BI78D3","SNS314",1,"JNK","Aurora (pan)",0.869158878504673,2.21096799491071,1.29906542056075,1.80259222814335,-0.165908526560542
"BI78D3","SrcI1",1,"JNK","Src",0.869158878504673,2.21096799491071,2.08411214953271,3.01293280090604,-0.359819558274482
"BI78D3","VX702",1,"JNK","p38",0.869158878504673,2.21096799491071,1.05607476635514,2.36256885973695,-0.0237346590445552
"BI78D3","cisplatin",1,"JNK","alkylating agent (platinum)",0.869158878504673,2.21096799491071,2,4.85254261303502,-0.206077530842032
"BI78D3","decitabine",1,"JNK","methyl transferase inhibitor",0.869158878504673,2.21096799491071,1.10280373831776,1.86797529093215,-0.0550348491314658
"BI78D3","fludarabine",1,"JNK","Antimetabolite (purine)",0.869158878504673,2.21096799491071,2.93457943925234,2.54866234999661,-0.759056781003144
"BI78D3","nilutamide",1,"JNK","androgen receptor",0.869158878504673,2.21096799491071,1.03738317757009,2.10983873856113,-0.0177184999435493
"BI78D3","selumetinib/AZD6244",1,"JNK","MEK",0.869158878504673,2.21096799491071,1.72897196261682,2.09478279802575,-0.347994056139782
"BI78D3","stibogluconate",1,"JNK","SHP1/2/PTP1B",0.869158878504673,2.21096799491071,1.32710280373832,1.80552454581989,-0.181167741250386
"BMS536924","AS252424",1,"Multi (IGFR1R, InR, FAK)","PI3K (gamma)",1.44859813084112,2.6960265831363,1.20560747663551,2.44462567168484,-0.166392324781629
"BMS536924","C75",1,"Multi (IGFR1R, InR, FAK)","Fatty Acid Synthase",1.44859813084112,2.6960265831363,1.42990654205607,3.07488962689692,-0.166392324781629
"BMS536924","HIF-1i",1,"Multi (IGFR1R, InR, FAK)","HIFa",1.44859813084112,2.6960265831363,1.75700934579439,3.0463127154462,-0.248500208778964
"BMS536924","JZL184",1,"Multi (IGFR1R, InR, FAK)","MAGL",1.44859813084112,2.6960265831363,1.64485981308411,3.72460542787686,-0.173135067746411
"BMS536924","LFM-A13",1,"Multi (IGFR1R, InR, FAK)","BTK, Plk",1.44859813084112,2.6960265831363,0.925233644859813,1.66371336529951,-0.166392324781629
"BMS536924","QS11",1,"Multi (IGFR1R, InR, FAK)","ARFGAP",1.44859813084112,2.6960265831363,1.81308411214953,2.30721117745791,-0.35240992246119
"BMS536924","SNS314",1,"Multi (IGFR1R, InR, FAK)","Aurora (pan)",1.44859813084112,2.6960265831363,1.29906542056075,1.80259222814335,-0.166392324781629
"BMS536924","SU6656",1,"Multi (IGFR1R, InR, FAK)","Lyn/Src/Fyn/Yes",1.44859813084112,2.6960265831363,1.36448598130841,2.24193533041099,-0.166392324781629
"BMS536924","tipifarnib",1,"Multi (IGFR1R, InR, FAK)","FTI",1.44859813084112,2.6960265831363,1.07476635514019,1.99386291697487,-0.166392324781629
"BMS536924","vasastrol",1,"Multi (IGFR1R, InR, FAK)","KSP (Eg5, kinesin-5)",1.44859813084112,2.6960265831363,1.13084112149533,1.9526668370222,-0.166392324781629
"Bexarotene","AZD7762",1,"RXR","Chk1/2",1.80373831775701,2.65443470987508,1.81308411214953,3.44808079273612,-0.302790765494034
"Bexarotene","BMS536924",1,"RXR","Multi (IGFR1R, InR, FAK)",1.80373831775701,2.65443470987508,1.44859813084112,2.6960265831363,-0.302790765494034
"Bexarotene","C75",1,"RXR","Fatty Acid Synthase",1.80373831775701,2.65443470987508,1.42990654205607,3.07488962689692,-0.302790765494034
"Bexarotene","GW441756",1,"RXR","TrkA",1.80373831775701,2.65443470987508,1.00934579439252,2.34518908238299,-0.302790765494034
"Bexarotene","GW9662",1,"RXR","PPARg",1.80373831775701,2.65443470987508,1.25233644859813,2.29886542132355,-0.302790765494034
"Bexarotene","LFM-A13",1,"RXR","BTK, Plk",1.80373831775701,2.65443470987508,0.925233644859813,1.66371336529951,-0.302790765494034
"Bexarotene","ZM336372",1,"RXR","Raf (c-Raf)",1.80373831775701,2.65443470987508,1.46728971962617,2.85603550599377,-0.302790765494034
"Bexarotene","cediranib/AZD2171",1,"RXR","VEGFR (pan)",1.80373831775701,2.65443470987508,1.06542056074766,2.06621990116024,-0.302790765494034
"Bexarotene","gemcitabine",1,"RXR","Antimetabolite (pyrimidine)",1.80373831775701,2.65443470987508,1.39252336448598,2.55784774409974,-0.302790765494034
"Bexarotene","pioglitazone",1,"RXR","PPARg, agonist",1.80373831775701,2.65443470987508,1.35514018691589,2.93081332149375,-0.302790765494034
"Bexarotene","temozolomide",1,"RXR","alkylating agent (tetrazine)",1.80373831775701,2.65443470987508,1.05607476635514,2.33848756033231,-0.302790765494034
"Bexarotene","vatalanib/PTK787",1,"RXR","VEFGR (1-4), c-kit, PDGFb",1.80373831775701,2.65443470987508,1.93457943925234,3.94841986077111,-0.302790765494034
"Bortezomib","MK1775",1,"proteasome","Wee-1",7.71028037383178,4.96973737166165,1.5607476635514,2.81564889164268,-1.35022836661249
"Bortezomib","TCS401",1,"proteasome","PTP-1B",7.71028037383178,4.96973737166165,0.766355140186916,1.60529453743881,-1.35022836661249
"Bortezomib","Wnti",1,"proteasome","bCatenin",7.71028037383178,4.96973737166165,6.04672897196262,5.71060446453605,-1.35022836661249
"Bortezomib","bivanib/BI2536",1,"proteasome","Plk1",7.71028037383178,4.96973737166165,3.48598130841122,3.5855172148186,-1.35022836661249
"C75","KU55933",1,"Fatty Acid Synthase","ATM",1.42990654205607,3.07488962689692,1.4392523364486,3.2684240334052,-0.139812023916423
"C75","PIM-1 4a",1,"Fatty Acid Synthase","PIM",1.42990654205607,3.07488962689692,1.58878504672897,4.36528602669615,-0.139812023916423
"CHIR265","BID1870",1,"Raf, VEGFR","RSK (RSK1/2/3/5/, PLK1, ARKB)",2.45794392523365,2.95334915043466,1.4392523364486,3.22191074824985,-0.493657827425881
"CHIR265","C75",1,"Raf, VEGFR","Fatty Acid Synthase",2.45794392523365,2.95334915043466,1.42990654205607,3.07488962689692,-0.493657827425881
"CHIR265","EX527",1,"Raf, VEGFR","SIRT1",2.45794392523365,2.95334915043466,0.869158878504673,1.74336538647121,-0.493657827425881
"CHIR265","GSK650394",1,"Raf, VEGFR","SGK",2.45794392523365,2.95334915043466,0.897196261682243,1.59559877823906,-0.493657827425881
"CHIR265","JNK5a",1,"Raf, VEGFR","JNK",2.45794392523365,2.95334915043466,0.990654205607477,2.66173204746566,-0.493657827425881
"CHIR265","Midostaurin/PKC412",1,"Raf, VEGFR","Multi (FLT3, KIT, etc., broad spectrum)",2.45794392523365,2.95334915043466,2.19626168224299,2.77264008896789,-0.493657827425881
"CHIR265","OSU03012",1,"Raf, VEGFR","PDK1",2.45794392523365,2.95334915043466,3.27102803738318,3.92276878886643,-0.578934971601893
"CHIR265","PD173074",1,"Raf, VEGFR","FGFR1/3",2.45794392523365,2.95334915043466,0.925233644859813,2.1835618062872,-0.493657827425881
"CHIR265","Tamatinib/R406",1,"Raf, VEGFR","Syk",2.45794392523365,2.95334915043466,2.18691588785047,3.02234084313859,-0.493657827425881
"CHIR265","ZM336372",1,"Raf, VEGFR","Raf (c-Raf)",2.45794392523365,2.95334915043466,1.46728971962617,2.85603550599377,-0.493657827425881
"CHIR265","cediranib/AZD2171",1,"Raf, VEGFR","VEGFR (pan)",2.45794392523365,2.95334915043466,1.06542056074766,2.06621990116024,-0.493657827425881
"CHIR265","vasastrol",1,"Raf, VEGFR","KSP (Eg5, kinesin-5)",2.45794392523365,2.95334915043466,1.13084112149533,1.9526668370222,-0.493657827425881
"CP690550","BID1870",1,"JAK3","RSK (RSK1/2/3/5/, PLK1, ARKB)",1.09345794392523,2.08105883010228,1.4392523364486,3.22191074824985,-0.136332869148285
